Source,Well,A1,A2,A3,C1,C2,C3,H1,H2,H3,Notes
VVMD2,D03,391,399,,2.69,3.00,,45.8948511071675,41.9424675411796,,CP 
VVMD2,D04,390,399,397,1.29,1.59,1.16,23.2110536966216,23.1991502791199,23.2064754591209,C A2 
VVMD2,D05,389,413,,2.52,2.40,,37.7136298696253,27.1120888054661,,CP 
VVMD2,D06,395,418,,1.28,0.99,,47.1849691202112,30.4267766063194,,CP 
VVMD2,D07,392,420,,1.49,1.27,,51.3304439852845,37.1025046615935,,CP 
VVMD2,D08,395,417,,0.62,0.55,,43.0718647252231,35.4843371752719,,CP LC 
VVMD2,D09,392,419,,2.57,2.48,,48.1181576334147,35.3473746153563,,CP 
VVMD2,D10,394,421,,1.12,1.09,,48.4757173095014,40.1663922859831,,CP 
VVMD2,D11,425,425,,1.20,1.20,,59.7544054391564,,,
VVMD2,D12,410,410,,1.34,1.34,,84.8462301587302,84.8462301587302,,P 
VVMD2,E01,315,429,396,0.03,0.06,0.03,13.8542532557495,12.7459129952896,6.71100027708506,CP A2 LC 
VVMD2,E02,415,415,,1.21,1.21,,62.7322291413658,,,
VVMD2,E03,385,412,419,4.14,4.69,4.14,20.0410651628191,19.9662946894213,19.9958278544624,CP A2 
VVMD2,E04,383,409,,4.84,6.62,,23.7418347512985,23.6347704171048,,CP 
VVMD2,E05,388,413,384,4.06,7.02,2.82,30.5588901753813,30.6341854964164,30.6728986567599,C A2 
VVMD2,E06,389,415,402,9.10,7.44,3.91,33.0280948304092,21.9550782559979,32.8722535439098,C A2 
VVMD2,E07,393,406,,3.89,9.41,,29.0193649093703,28.9486670656545,,P 
VVMD2,E08,450,450,,0.15,0.15,,12.0185427794014,,,LC 
VVMD2,E09,396,420,409,3.10,5.39,2.51,22.8022539487898,22.7607953052466,22.7345187001839,CP A2 
VVMD2,E10,396,418,,6.04,7.61,,30.2428130870937,30.1690829818156,,CP 
VVMD2,E11,396,423,,1.77,9.83,,38.271200246347,38.5463539648956,,P 
VVMD2,E12,418,424,404,2.90,3.12,2.41,23.313601047329,23.2908330250164,23.3565756894442,C A2 
VVMD2,F01,398,412,,2.98,6.85,,29.5959896078052,29.5434758574943,,P 
VVMD2,F02,384,396,,9.43,5.53,,43.0392536749739,42.7650714394322,,CP 
VVMD2,F03,397,399,,1.72,3.18,,47.1789587852495,46.9680043383948,,CP 
VVMD2,F04,391,400,,1.26,3.67,,42.5407191534651,42.3317601038666,,P 
VVMD2,F05,391,391,,9.21,9.21,,75.1594379543874,,,
VVMD2,F06,401,420,,3.86,3.91,,46.453921684609,44.4154442209866,,CP 
VVMD2,F07,396,401,,2.33,3.49,,43.8604302753783,43.6996139360192,,CP 
VVMD2,F08,393,416,413,3.98,2.39,2.07,29.5675359777924,29.4754912703631,29.4926583388122,C A2 
VVMD2,F09,397,421,,1.96,4.58,,30.62376175842,30.5691621296975,,P 
VVMD2,F10,398,416,414,4.87,3.99,2.25,31.1081112465889,30.9796493061604,31.0039627242641,C A2 
VVMD2,F11,397,413,,5.57,2.33,,40.0591063608244,39.9049602384671,,P 
VVMD2,F12,399,399,,4.79,4.79,,77.60799460027,77.60799460027,,P 
VVMD2,G01,400,400,,3.48,3.48,,82.187927698334,82.187927698334,,P 
VVMD2,G02,401,407,,4.58,5.88,,45.0785542914635,44.871655960581,,CP 
VVMD2,G03,403,403,,1.97,1.97,,84.5376082756902,84.5376082756902,,P 
VVMD2,G04,396,412,,2.98,4.32,,37.6703209681012,37.6143928332797,,CP 
VVMD2,G05,396,396,,2.63,2.63,,64.2433812726746,,,
VVMD2,G06,392,401,387,6.31,5.22,2.81,29.5775590578919,29.5317640925199,29.6251153680858,C A2 
VVMD2,G07,390,414,398,4.42,3.10,2.29,30.1290633535051,25.2953462218176,29.9419839697246,C A2 
VVMD2,G08,399,399,,2.60,2.60,,88.5802837048516,88.5802837048516,,P 
VVMD2,G09,393,400,,1.15,4.14,,39.1765435548619,53.699828929343,,P 
VVMD2,G10,403,403,,1.82,1.82,,65.5688243198702,,,
VVMD2,G11,403,403,,2.11,2.11,,86.4690009428135,86.4690009428135,,P 
VVMD2,G12,415,420,,2.52,2.73,,45.1557217075785,44.9819951070673,,CP 
VVMD2,H01,395,398,,0.51,4.50,,34.4533432669026,53.6630036630037,,P LC 
VVMD2,H02,394,396,,2.21,5.20,,48.47202010848,48.2504299510517,,P 
VVMD2,H03,394,394,,2.76,2.76,,88.236804214615,88.236804214615,,P 
VVMD2,H04,396,396,,0.70,0.70,,53.9609169485156,53.9609169485156,,P LC 
VVMD2,H05,418,418,,0.35,0.35,,51.6767551804887,,,LC 
VVMD2,H06,413,413,,3.45,3.45,,82.9046545055099,82.9046545055099,,P 
VVMD2,H07,,,,,,,,,,NP 
VVMD2,H08,,,,,,,,,,NP 
VVMD2,H09,398,398,,2.05,2.05,,78.6551185173869,78.6551185173869,,P 
VVMD2,H10,405,414,,4.98,3.80,,44.7094352111365,44.3888262609757,,CP 
VVMD2,H11,,,,,,,,,,NP 
VVMD2,H12,,,,,,,,,,NP 
